100.00,12.10
200.00,13.20
300.00,14.70
400.00,17.40
500.00,19.80
600.00,21.70
700.00,23.60
800.00,25.70
900.00,27.20
1000.00,29.50
1100.00,31.10
1200.00,32.20
1300.00,34.20
1400.00,36.50
1500.00,40.10
1600.00,43.40
1700.00,46.00
1800.00,49.00
1900.00,51.00
2000.00,54.00
2100.00,55.10
2200.00,56.90
2300.00,59.00
2400.00,62.00
2500.00,64.00
2600.00,65.40
2700.00,68.10
2800.00,70.10
2900.00,72.00
3000.00,74.30
3100.00,76.90
3200.00,79.60
3300.00,82.00
3400.00,84.00
3500.00,86.60
3600.00,89.50
3700.00,92.60
3800.00,94.90
3900.00,96.60
4000.00,99.00
4100.00,102.40
4200.00,105.80
4300.00,109.40
4400.00,112.60
4500.00,115.70
4600.00,119.70
4700.00,123.00
4800.00,126.20
4900.00,129.20
100.00,12.00
200.00,12.00
300.00,14.00
400.00,17.00
500.00,20.00
600.00,22.00
700.00,24.00
800.00,26.00
900.00,28.00
1000.00,29.00
1100.00,30.00
1200.00,32.00
1300.00,34.00
1400.00,36.50
1500.00,39.00
1600.00,41.50
1700.00,44.00
1800.00,45.00
1900.00,45.50
2000.00,46.00
2100.00,47.50
2200.00,49.00
2300.00,53.00
2400.00,56.50
2500.00,58.00
2600.00,60.50
2700.00,65.00
100.00,15.10
200.00,16.00
300.00,18.10
400.00,20.10
500.00,21.60
600.00,23.80
700.00,27.00
800.00,28.40
900.00,30.40
1000.00,31.30
1100.00,32.50
1200.00,34.30
1300.00,37.20
1400.00,39.20
1500.00,43.50
1600.00,45.10
1700.00,49.30
1800.00,51.60
1900.00,53.90
2000.00,56.10
2100.00,57.70
2200.00,59.30
2300.00,60.80
2400.00,62.70
2500.00,64.60
2600.00,66.80
2700.00,68.30
2800.00,69.40
2900.00,71.80
3000.00,74.50
3100.00,77.20
3200.00,79.50
3300.00,81.90
3400.00,84.20
3500.00,86.90
3600.00,89.70
3700.00,92.20
3800.00,95.00
3900.00,97.00
4000.00,99.20
4100.00,102.40
4200.00,105.00
4300.00,107.50
4400.00,110.30
4500.00,112.70
4600.00,114.90
4700.00,118.00
4800.00,121.10
4900.00,123.60
5000.00,126.30
5100.00,128.80
100.00,21.60
200.00,22.80
300.00,25.30
400.00,26.70
500.00,28.80
600.00,30.60
700.00,31.90
800.00,33.60
900.00,34.50
1000.00,35.80
1100.00,37.40
1200.00,39.20
1300.00,41.40
1400.00,44.60
1500.00,46.90
1600.00,50.50
1700.00,53.60
1800.00,55.20
1900.00,57.30
2000.00,59.00
2100.00,60.40
2200.00,61.70
2300.00,63.30
2400.00,65.10
2500.00,67.00
2600.00,68.30
2700.00,70.30
2800.00,72.70
2900.00,75.10
3000.00,77.20
3100.00,79.60
3200.00,81.60
3300.00,83.60
3400.00,85.80
3500.00,88.50
3600.00,90.80
3700.00,93.50
3800.00,95.60
3900.00,97.80
4000.00,100.70
4100.00,103.20
4200.00,105.90
4300.00,108.50
4400.00,111.10
4500.00,114.20
4600.00,117.20
4700.00,120.00
4800.00,122.90
4900.00,125.10
5000.00,127.60
5100.00,130.10
5200.00,132.60
5300.00,135.60
5400.00,138.50
5500.00,141.00
100.00,13.70
200.00,14.80
300.00,17.90
400.00,20.20
500.00,22.80
600.00,24.00
700.00,26.20
800.00,28.30
900.00,29.70
1000.00,31.60
1100.00,32.00
1200.00,34.00
1300.00,35.30
1400.00,38.10
1500.00,41.00
1600.00,44.00
1700.00,46.80
1800.00,49.10
1900.00,51.40
2000.00,54.10
2100.00,55.20
2200.00,56.60
2300.00,58.40
2400.00,60.50
2500.00,62.50
2600.00,63.70
2700.00,65.30
2800.00,67.20
2900.00,69.40
3000.00,71.30
3100.00,73.80
3200.00,75.70
3300.00,77.50
3400.00,80.00
3500.00,82.30
3600.00,84.10
3700.00,86.00
3800.00,88.80
3900.00,90.70
4000.00,93.30
4100.00,95.50
4200.00,98.30
4300.00,100.80
4400.00,103.20
4500.00,106.00
4600.00,109.30
4700.00,112.60
4800.00,115.50
4900.00,118.10
5000.00,120.60
5100.00,125.30
5200.00,127.80
5300.00,130.90
5400.00,134.20
100.00,16.20
